(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) Substances actives;(produit) fonctions;(produit) formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;Unnamed: 29
ADJUVANT;2100072;LIBERATE;GONDOR | LI 700 STAR;DE SANGOSSE;Produit de référence;Professionnel;;Lecithine de soja (Lecithine de soja) 488.0 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;06/05/2010;;;Autorisé;0.25;%;;;;;;Nombre maximum d'applications et délai avant récolte : Selon produit associé  ;;;;;
ADJUVANT;2100072;LIBERATE;GONDOR | LI 700 STAR;DE SANGOSSE;Produit de référence;Professionnel;;Lecithine de soja (Lecithine de soja) 488.0 g/L;Adjuvant;Concentré émulsionnable;31651004;Adjuvants*Subst. Croiss.;06/05/2010;;;Autorisé;0.25;%;;;;;;Nombre maximum d'applications et délai avant récolte : Selon produit associé;;;;;
ADJUVANT;9700577;SURF 2000;;JOUFFRAY DRILLAUD;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;15/05/2013;;41.0;Autorisé;0.1;L/hL;;;;;;Bulbe, tubercule et racine: En fonction des conditions d'emploi de la préparation herbicide associée et suivant les conditions d'emplois décrites pour la préparation adjuvante;5.0;;;;
ADJUVANT;9700577;SURF 2000;;JOUFFRAY DRILLAUD;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;15/05/2013;;;Autorisé;0.1;L/hL;;;;;;En fonction des conditions d'emploi de la préparation fongicide associée et suivant les conditions d'emplois décrites pour la préparation adjuvante;5.0;;;;
ADJUVANT;9700577;SURF 2000;;JOUFFRAY DRILLAUD;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;15/05/2013;;60.0;Autorisé;0.1;L/hL;;;;;;Cultures type grain ou fruit: En fonction des conditions d'emploi de la préparation herbicide associée et suivant les conditions d'emplois décrites pour la préparation adjuvante;5.0;;;;
ADJUVANT;9700577;SURF 2000;;JOUFFRAY DRILLAUD;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651004;Adjuvants*Subst. Croiss.;15/05/2013;;;Autorisé;0.1;L/hL;;;;;;En fonction des conditions d'emploi de la préparation pour substance de croissance associée et suivant les conditions d'emplois décrites pour la préparation adjuvante;5.0;;;;
ADJUVANT;2161099;HERBI ACTIF;;ALLIANCE AGRICOLE;Produit de revente;Professionnel;;Triethanolamine (Triethanolamine) 108.0 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L;Adjuvant pour bouillie herbicide;Concentré soluble;31651003;Adjuvants*Bouil. Herbicide;04/01/2017;;;Autorisé;0.15;L/hL;;;;;;- Considérant un volume maximum d'application de 300 L de bouillie par hectare. - Selon les préparations phytopharmaceutiques associées et les restrictions et conditions d'emploi.;5.0;;;;
ADJUVANT;2120198;ADDIT;;KOPPERT FRANCE;Produit de référence;Professionnel;;huile de colza (Rape seed oil) 780.2 g/L;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;01/07/2012;;41.0;Autorisé;0.25;L/hL;;;;;;Uniquement Bulbes (oignons, échalotes, etc), tubercules et racines (pomme de terre, carotte, etc)  Sauf les légumes feuilles' (laitue, chou, etc) et 'tige' (poireau, céleri, etc). : -Stade d'application : avant l'apparition des parties des végétaux entrant dans l'alimentation humaine.;5.0;;;;
ADJUVANT;2120198;ADDIT;;KOPPERT FRANCE;Produit de référence;Professionnel;;huile de colza (Rape seed oil) 780.2 g/L;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;01/07/2012;;;Autorisé;0.25;L/hL;;;;;;Usages en arboriculture: -Stade d'application : avant l'apparition des parties des végétaux entrant dans l'alimentation humaine.  -Un délai d'emploi avant récolte est à adapter en fonction du produit associé afin de respecter la limite en résidu qui en découle. ;20.0;;;;
ADJUVANT;2120198;ADDIT;;KOPPERT FRANCE;Produit de référence;Professionnel;;huile de colza (Rape seed oil) 780.2 g/L;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;01/07/2012;;60.0;Autorisé;0.25;L/hL;;;;;;Uniquement cultures de type fruits(tomate, concombre, etc) Sauf les légumes feuilles' (laitue, chou, etc) et 'tige' (poireau, céleri, etc). : -Stade d'application : avant l'apparition des parties des végétaux entrant dans l'alimentation humaine.;5.0;;;;
ADJUVANT;9300359;MARKER;;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 101.6 g/L;Adjuv. Regul. Croiss. | Adjuvant pour bouillie fongicide | Adjuvant pour bouillie herbicide;Concentré soluble;31651002;Adjuvants*Bouil. Fongicide;01/12/1994;;;Autorisé;0.25;L/hL;;;;;;;;;;;
ADJUVANT;9300359;MARKER;;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 101.6 g/L;Adjuv. Regul. Croiss. | Adjuvant pour bouillie fongicide | Adjuvant pour bouillie herbicide;Concentré soluble;31651003;Adjuvants*Bouil. Herbicide;01/10/1993;;;Autorisé;0.25;L/hL;;;;;;;;;;;
ADJUVANT;9300359;MARKER;;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 101.6 g/L;Adjuv. Regul. Croiss. | Adjuvant pour bouillie fongicide | Adjuvant pour bouillie herbicide;Concentré soluble;31651004;Adjuvants*Subst. Croiss.;01/12/1994;;;Autorisé;0.25;L/hL;;;;;;;;;;;
ADJUVANT;9300359;MARKER;;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 101.6 g/L;Adjuv. Regul. Croiss. | Adjuvant pour bouillie fongicide | Adjuvant pour bouillie herbicide;Concentré soluble;31651002;Adjuvants*Bouil. Fongicide;31/07/2019;;;Autorisé;0.25;L/hL;;;;;;Uniquement en zone non agricole et en zone non cultivée. Volume maximale de bouillie : 1000 L/ha. Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les produits phytopharmaceutiques associés et dans les conditions d'emploi générales décrites pour l'adjuvant.;;;;;
ADJUVANT;9300359;MARKER;;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 101.6 g/L;Adjuv. Regul. Croiss. | Adjuvant pour bouillie fongicide | Adjuvant pour bouillie herbicide;Concentré soluble;31651003;Adjuvants*Bouil. Herbicide;31/07/2019;;;Autorisé;0.25;L/hL;;;;;;Uniquement en zone non agricole et en zone non cultivée. Volume maximale de bouillie : 1000 L/ha. Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les produits phytopharmaceutiques associés et dans les conditions d'emploi générales décrites pour l'adjuvant.;;;;;
ADJUVANT;9300359;MARKER;;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 101.6 g/L;Adjuv. Regul. Croiss. | Adjuvant pour bouillie fongicide | Adjuvant pour bouillie herbicide;Concentré soluble;31651004;Adjuvants*Subst. Croiss.;31/07/2019;;;Autorisé;0.25;L/hL;;;;;;Uniquement en zone non agricole et en zone non cultivée. Volume maximale de bouillie : 1000 L/ha Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les produits phytopharmaceutiques associés et dans les conditions d'emploi générales décrites pour l'adjuvant.;;;;;
ADJUVANT;2170275;DROP TEK;;SDP;Produit de revente;Professionnel;;copolymère de polether - polyméthylsiloxane (copolymère de polyéther - polyméthylsiloxane) 765.0 g/L;Bouil. Herbicide | Adjuvant;Concentré soluble;31651001;Adjuvants*Bouil. Insecticide;18/04/2017;;;Autorisé;0.05;L/hL;;;;;;Acariens, thrips et pucerons (arboriculure)   Acariens et thrips (cultures légumières): - Uniquement sur acariens, thrips et pucerons en arboriculture. - Uniquement sur acariens et thrips sur cultures légumières.;5.0;;;;
ADJUVANT;2170275;DROP TEK;;SDP;Produit de revente;Professionnel;;copolymère de polether - polyméthylsiloxane (copolymère de polyéther - polyméthylsiloxane) 765.0 g/L;Bouil. Herbicide | Adjuvant;Concentré soluble;31651003;Adjuvants*Bouil. Herbicide;18/04/2017;;;Autorisé;0.1;L/hL;;;;;; Amélioration de l'étalement.;5.0;;;;
ADJUVANT;2160725;ASTUSS;BELIZE;DE SANGOSSE;Produit de référence;Professionnel;;ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0) (Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)) 601.4 g/L | Alkyl alcool alkoxylate (Alkyl alcool alkoxylate) 142.4 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;16/06/2021;;;Autorisé;2.0;L/ha;30.0;;1.0;;;Uniquement sur cultures légumières. Application avant apparition des parties consommables. Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2160725;ASTUSS;BELIZE;DE SANGOSSE;Produit de référence;Professionnel;;ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0) (Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)) 601.4 g/L | Alkyl alcool alkoxylate (Alkyl alcool alkoxylate) 142.4 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;18/11/2016;;;Autorisé;3.0;L/ha;;;5.0;;;- Uniquement autorisé pour des cultures non destinées à la consommation humaine ou animale. - Nombre d'application / stades d'application / zones non traitées : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante. ;5.0;;;;
ADJUVANT;2160725;ASTUSS;BELIZE;DE SANGOSSE;Produit de référence;Professionnel;;ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0) (Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)) 601.4 g/L | Alkyl alcool alkoxylate (Alkyl alcool alkoxylate) 142.4 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;16/06/2021;;;Autorisé;2.0;L/ha;60.0;;2.0;;;Uniquement sur vigne et arboriculture. Application avant apparition des parties consommables.  Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2160725;ASTUSS;BELIZE;DE SANGOSSE;Produit de référence;Professionnel;;ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0) (Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)) 601.4 g/L | Alkyl alcool alkoxylate (Alkyl alcool alkoxylate) 142.4 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;16/06/2021;;;Autorisé;1.0;L/ha;60.0;;2.0;;;Uniquement sur blé, épeautre, triticale, seigle, avoine, millet, orge, sarrasin, colza, maïs, tournesol, soja, pois, fèveroles, sorgho, lin, moutarde et pomme de terre. Application avant apparition des parties consommables. Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2160725;ASTUSS;BELIZE;DE SANGOSSE;Produit de référence;Professionnel;;ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0) (Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)) 601.4 g/L | Alkyl alcool alkoxylate (Alkyl alcool alkoxylate) 142.4 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;16/06/2021;;;Autorisé;1.0;L/ha;60.0;;5.0;;;Uniquement sur betteraves. Application avant apparition des parties consommables. Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2160725;ASTUSS;BELIZE;DE SANGOSSE;Produit de référence;Professionnel;;ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0) (Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)) 601.4 g/L | Alkyl alcool alkoxylate (Alkyl alcool alkoxylate) 142.4 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;16/06/2021;;;Autorisé;2.0;L/ha;;;2.0;;;Uniquement sur cultures non destinées à l'alimentation humaine ou animale et pour les traitements avant mise en culture. Nombre d'application / stades d'application / délai avant récolte / zones non traitées : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;9400096;TREND 90;;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;;Alcool isodecylique ethoxyle (Alcool isodecylique ethoxyle) 90.0 %;Adjuvant pour bouillie herbicide;Concentré. fluidifiable;31651003;Adjuvants*Bouil. Herbicide;;;;Autorisé;0.1;L/hL;;;;;;Selon les préparations herbicides associées et dans les conditions d'emplois décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2120156;VEGELUX PRO;ALKANE PRO | ARMILLE PRO | HERBIFIX L | OLEIS PRO | RAFALE PRO | VEGEDYN | VEGEFIXE EV;COMPTOIR COMMERCIAL  DES LUBRIFIANTS;Produit de référence;Professionnel;;huile de paraffine (Paraffin oil/(CAS 8042-47-5)) 817.0 g/L;Adjuvant pour bouillie herbicide;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;05/10/2012;;;Autorisé;1.0;L/ha;;;4.0;;;- Nombre d'application/stade d'application/délai avant récolte/zones non traitées : selon les produits phytopharmaceutiques associées et dans les conditions d'emploi générales décrites pour la préparation adjuvante. ;5.0;;;;
ADJUVANT;2140239;REPERE LIQUIDE EV;;B.H.S;Produit de revente;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 500.0 g/L;Adjuvant;Concentré soluble;31651002;Adjuvants*Bouil. Fongicide;05/12/2014;;;Autorisé;0.125;L/hL;;;;;;;;;;;
ADJUVANT;2140239;REPERE LIQUIDE EV;;B.H.S;Produit de revente;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 500.0 g/L;Adjuvant;Concentré soluble;31651003;Adjuvants*Bouil. Herbicide;05/12/2014;;;Autorisé;0.125;L/hL;;;;;;;;;;;
ADJUVANT;2140239;REPERE LIQUIDE EV;;B.H.S;Produit de revente;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 500.0 g/L;Adjuvant;Concentré soluble;31651001;Adjuvants*Bouil. Insecticide;05/12/2014;;;Autorisé;0.125;L/hL;;;;;;;;;;;
ADJUVANT;2140239;REPERE LIQUIDE EV;;B.H.S;Produit de revente;Professionnel;;colorant bleu brillant (acid blue 9) (colorant bleu brillant (acid blue 9)) 500.0 g/L;Adjuvant;Concentré soluble;31651004;Adjuvants*Subst. Croiss.;05/12/2014;;;Autorisé;0.125;L/hL;;;;;;;;;;;
ADJUVANT;2180700;CITROLE A;;TOTAL FLUIDES;Produit de référence;Professionnel;;huile de paraffine (CAS n°64742-46-7) (Paraffin oils) 790.0 g/L;Adjuvant pour bouillie herbicide | Adjuvant pour bouillie insecticide;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;19/11/2018;;;Autorisé;1.0;L/ha;;;;;;Efficacité montrée avec les herbicides à base de substances actives à faible solubilité dans l'eau.  Nombre d'applications / Stade d'application / Délai avant récolte / Zones non traitées : selon les produits phytopharmaceutiques associés et dans les conditions d'emploi générales décrites pour l'adjuvant.;5.0;;;;
ADJUVANT;2180700;CITROLE A;;TOTAL FLUIDES;Produit de référence;Professionnel;;huile de paraffine (CAS n°64742-46-7) (Paraffin oils) 790.0 g/L;Adjuvant pour bouillie herbicide | Adjuvant pour bouillie insecticide;Concentré émulsionnable;31651001;Adjuvants*Bouil. Insecticide;19/11/2018;;;Autorisé;2.2;L/ha;;;;;;Efficacité montrée, avec les insecticides à base de pyréthrinoïdes, de diflubenzuron et de Bacillus thuringiensis, sur la pyrale du maïs et la chenille processionnaire du pin. Nombre d'applications / Stade d'application / Délai avant récolte / Zones non traitées : selon les produits phytopharmaceutiques associés et dans les conditions d'emploi générales décrites pour l'adjuvant.;5.0;;;;
ADJUVANT;2120102;ASUR;;ASUR PLANT BREEDING;Produit de référence;Professionnel;;glycérol (Glycerol) 1254.0 g/L;Substance de croissance;Concentré soluble;31651004;Adjuvants*Subst. Croiss.;03/10/2012;;;Autorisé;2.0;L/hL;;;1.0;;;Semences de blé hybride: - A utiliser uniquement avec un agent chimique d'hybridation, pour la production de semences de blé hybride. - Stade d'application : Selon produit associé. - Délai avant récolte : Selon produit associé.;5.0;;;;
ADJUVANT;2100141;ADIGOR;OROK;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;Huile de colza esterifiee (Huile de colza esterifiee) 440.0 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;01/07/2010;;;Autorisé;;;;;;;;Dose d'emploi : 0,5 % du volume de la bouillie. ;;;;;
ADJUVANT;2010592;TRADER PRO;AVESS;COMPTOIR COMMERCIAL  DES LUBRIFIANTS;Produit de référence;Professionnel;;sulfate de magnésium heptahydraté (Magnesium sulphate) 102.96 g/L | alcane sulfonate de sodium C13-17 (Alkane sulfonate de sodium C13-17) 71.75 g/L;Adjuvant pour bouillie insecticide | Adjuv. Regul. Croiss.;Concentré soluble;31651004;Adjuvants*Subst. Croiss.;30/11/2015;;;Autorisé;0.1;L/hL;;;10.0;;;- Dose d'emploi de 0,1 L/hL, soit 1L/ha pour un volume maximal de bouillie de 1000L de bouillie par hectare. - Non autorisé sur légumes feuilles ou tiges. - Délai avant récolte : Selon les préparations phytopharmaceutiques  associées et avant l'apparition des parties consommables des végétaux. - Fonction : augmenter la rétention de la bouillie et l'étalement de la bouillie sur la cible. - Efficacité montrée sur céréales et colza avec plusieurs régulateurs de croissance. - Application avant l'apparition des parties consommables des végétaux entrant dans l'alimentation humaine : - avant le stade BBCH 60 (floraison) pour les cultures de type grain (céréales) ou fruits (tomate, concombre, etc) .  - avant le stade BBCH 41 (début de formation du bulbe ou du tubercule) pour les bulbes (oignons, échalotes, etc), tubercules et racines (pomme de terre, carotte, etc).;5.0;;;;
ADJUVANT;2010592;TRADER PRO;AVESS;COMPTOIR COMMERCIAL  DES LUBRIFIANTS;Produit de référence;Professionnel;;sulfate de magnésium heptahydraté (Magnesium sulphate) 102.96 g/L | alcane sulfonate de sodium C13-17 (Alkane sulfonate de sodium C13-17) 71.75 g/L;Adjuvant pour bouillie insecticide | Adjuv. Regul. Croiss.;Concentré soluble;31651001;Adjuvants*Bouil. Insecticide;30/11/2015;;;Autorisé;0.1;L/hL;;;10.0;;;- Dose d'emploi de 0,1 L/hL, soit 1L/ha pour un volume maximal de bouillie de 1000L de bouillie par hectare. - Non autorisé sur légumes feuilles ou tiges. - Délai avant récolte : Selon les préparations phytopharmaceutiques associées et avant l'apparition des parties consommables des végétaux. - Fonction : augmenter la rétention de la bouillie et l'étalement de la bouillie sur la cible. - Efficacité montrée sur les pucerons en arboriculture avec plusieurs préparations insecticides (sur cultures ayant un volume de feuillage important). - Application avant l'apparition des parties consommables des végétaux entrant dans l'alimentation humaine : - avant le stade BBCH 60 (floraison) pour les cultures de type grain (céréales) ou fruits (tomate, concombre, etc) .  - avant le stade BBCH 41 (début de formation du bulbe ou du tubercule) pour les bulbes (oignons, échalotes, etc), tubercules et racines (pomme de terre, carotte, etc).;5.0;;;;
ADJUVANT;2060160;ALCYONE;;S.D.P.;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;15/01/2012;;41.0;Autorisé;0.1;L/hL;;;;;;Uniquement bulbes (oignons, échalotes…), tubercules et racines (pomme de terre, carotte, etc). Sauf légumes 'feuilles' (laitue, chou, etc.) et 'tige' (poireau, céleri, etc).: Selon les préparations herbicides associées et dans les conditions d'emplois décrites pour la préparation adjuvante;5.0;;;;
ADJUVANT;2060160;ALCYONE;;S.D.P.;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;01/10/2006;;41.0;Autorisé;0.1;L/hL;;;;;;Uniquement bulbes (oignons, échalotes…), tubercules et racines (pomme de terre, carotte, etc). Sauf légumes 'feuilles' (laitue, chou, etc.) et 'tige' (poireau, céleri, etc).: ;5.0;;;;
ADJUVANT;2060160;ALCYONE;;S.D.P.;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651004;Adjuvants*Subst. Croiss.;06/11/2013;;41.0;Autorisé;0.1;L/hL;;;;;;Uniquement bulbes (oignons, échalotes…), tubercules et racines (pomme de terre, carotte, etc). Sauf légumes 'feuilles' (laitue, chou, etc.) et 'tige' (poireau, céleri, etc).: En fonction des conditions d'emploi de la préparation pour substance de croissance associée et suivant les conditions d'emploi décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2060160;ALCYONE;;S.D.P.;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;15/01/2012;;60.0;Autorisé;0.1;L/hL;;;;;;Uniquement les cultures de type grain (céréales) ou fruits (tomate, concombre, etc) Sauf légumes 'feuilles' (laitue, chou, etc.) et 'tige' (poireau, céleri, etc).: Selon les préparations herbicides associées et dans les conditions d'emplois décrites pour la préparation adjuvante;5.0;;;;
ADJUVANT;2060160;ALCYONE;;S.D.P.;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;01/10/2010;;60.0;Autorisé;0.1;L/hL;;;;;;Uniquement les cultures de type grain (céréales) ou fruits (tomate, concombre, etc) Sauf légumes 'feuilles' (laitue, chou, etc.) et 'tige' (poireau, céleri, etc).: ;5.0;;;;
ADJUVANT;2060160;ALCYONE;;S.D.P.;Produit de revente;Professionnel;;Polymere d'amine gras (Polymere d'amine gras) 50.0 % | Polysorbate 20 (Polysorbate 20) 50.0 %;Adjuvant;Concentré émulsionnable;31651004;Adjuvants*Subst. Croiss.;06/11/2013;;60.0;Autorisé;0.1;L/hL;;;;;;Uniquement les cultures de type grain (céréales) ou fruits (tomate, concombre, etc) Sauf légumes 'feuilles' (laitue, chou, etc.) et 'tige' (poireau, céleri, etc).: En fonction des conditions d'emploi de la préparation pour substance de croissance associée et suivant les conditions d'emploi décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2000404;VELEZIA;;TOTAL FLUIDES;Produit de référence;Professionnel;;Huile minerale paraffinique (Huile minerale paraffinique) 790.0 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;26/02/2015;;;Autorisé;1.0;L/ha;;;;;;- En fonction des conditions d'emploi de la préparation herbicide associée et suivant les conditions d'emplois décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2140227;FIELDOR MAX;DJEEN | FULL MAX | SQUAD;INTERAGRO;Produit de référence;Professionnel;;huile de soja éthoxylée (huile de soja éthoxylée) 790.0 g/L;Adjuvant;Concentré émulsionnable;31651002;Adjuvants*Bouil. Fongicide;29/10/2014;;;Autorisé;0.15;L/hL;;;;;;Amélioration de la pénétration Amélioration de l'étalement sur la cible. Amélioration de la qualité de la bouillie. Réduction du lessivage. Nombre d'application/ stade d'application. DAR : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2140227;FIELDOR MAX;DJEEN | FULL MAX | SQUAD;INTERAGRO;Produit de référence;Professionnel;;huile de soja éthoxylée (huile de soja éthoxylée) 790.0 g/L;Adjuvant;Concentré émulsionnable;31651003;Adjuvants*Bouil. Herbicide;29/10/2014;;;Autorisé;0.15;L/hL;;;;;;Amélioration de la pénétration. Amélioration de l'étalement sur la cible. Nombre d'application/ stade d'application. DAR : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2140227;FIELDOR MAX;DJEEN | FULL MAX | SQUAD;INTERAGRO;Produit de référence;Professionnel;;huile de soja éthoxylée (huile de soja éthoxylée) 790.0 g/L;Adjuvant;Concentré émulsionnable;31651001;Adjuvants*Bouil. Insecticide;29/10/2014;;;Autorisé;0.15;L/hL;;;;;;Amélioration de la pénétration. Amélioration de l'étalement sur la cible. Amélioration de la qualité de la bouillie. Réduction du lessivage Nombre d'application/ stade d'application/ DAR : selon les préparations phytopharmaceutiques associées et dans les conditions d'emploi décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2200605;VIVOLT;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de revente;Professionnel;;Alcool isodecylique ethoxyle (Alcool isodecylique ethoxyle) 900.0 g/L;Adjuvant pour bouillie herbicide;Concentré. fluidifiable | Concentré soluble;31651003;Adjuvants*Bouil. Herbicide;20/08/2020;;;Autorisé;0.1;L/hL;;;;;;Selon les préparations herbicides associées et dans les conditions d'emplois décrites pour la préparation adjuvante.;5.0;;;;
ADJUVANT;2190258;OLIOFIX;LE 846;COMPTOIR COMMERCIAL  DES LUBRIFIANTS;Produit de référence;Professionnel;;esters méthyliques d'acide gras, C16-C18 et C18 insaturés (esters méthyliques d'acides gras, C16-C18 et C18 insaturés (CAS N°67762-38-3)) 215.6 g/L;Adjuvant pour bouillie fongicide;Emulsion de type huileux;31651002;Adjuvants*Bouil. Fongicide;22/05/2019;;;Autorisé;10.0;L/ha;;;12.0;;;Uniquement sur vigne. Concentration maximale dans la bouillie de 1 L/hL. Les stades d'application, délais avant récolte et Zone Non Traitée : Selon les produits phytopharmaceutiques associés et dans les conditions d'emploi générales décrites pour l'adjuvant. ;20.0;;;;
